,German,French,Alsatian,germ_pron,als_pron,fr_pron,orth_score_germ_als,orth_score_fr_als,pron_score_fr_als,pron_score_germ_als
1272,Tasse,tasse,Dàss,"('TS', '')","('TS', '')","('TS', '')",0.4444444444444444,0.4444444444444444,1.0,1.0
1273,Taverne,taverne,Baiza,"('TFRN', '')","('PS', '')","('TFRN', '')",0.16666666666666666,0.16666666666666666,0.0,0.0
1274,Taxi,taxi,.,"('TKS', '')","('', '')","('TKS', '')",.,.,.,.
1275,Tein,théine,.,"('TN', '')","('', '')","('0N', 'TN')",.,.,.,.
1276,Teint,teint,.,"('TNT', '')","('', '')","('TNT', '')",.,.,.,.
1277,Telegraph,télégraphe,.,"('TLKRF', '')","('', '')","('TLKRF', '')",.,.,.,.
1278,temporär,temporaire,vorewergehend,"('TMPRR', '')","('FRRJHNT', 'FRRKHNT')","('TMPRR', '')",0.2857142857142857,0.34782608695652173,0.3333333333333333,0.3333333333333333
1279,Terrain,terrain,.,"('TRN', '')","('', '')","('TRN', '')",.,.,.,.
1280,Terrasse,terrasse,.,"('TRS', '')","('', '')","('TRS', '')",.,.,.,.
1281,Terrine,terrine,.,"('TRN', '')","('', '')","('TRN', '')",.,.,.,.
1282,Theres,Thérèse,.,"('0RS', 'TRS')","('', '')","('0RS', 'TRS')",.,.,.,.
1283,Thermometer,thermomètre,Thermometer,"('0RMMTR', 'TRMMTR')","('0RMMTR', 'TRMMTR')","('0RMMTR', 'TRMMTR')",1.0,0.8181818181818182,1.0,1.0
1284,Thon,thon,Thunfesch,"('0N', 'TN')","('0NFX', 'TNFX')","('0N', 'TN')",0.46153846153846156,0.46153846153846156,0.6666666666666666,0.6666666666666666
1285,Tic,tic,Zucka,"('TK', '')","('SK', '')","('TK', '')",0.25,0.25,0.5,0.5
1286,Timbre,timbre,Timb'r,"('TMPR', '')","('TMPR', '')","('TMPR', '')",0.8333333333333334,0.8333333333333334,1.0,1.0
1287,Tirade,tirade,.,"('TRT', '')","('', '')","('TRT', '')",.,.,.,.
1288,titrieren,titrer,.,"('TTRRN', '')","('', '')","('TTRR', '')",.,.,.,.
1289,Toilette,toilette,.,"('TLT', '')","('', '')","('TLT', '')",.,.,.,.
1290,Tomate,tomate,Tomàtt,"('TMT', '')","('TMT', '')","('TMT', '')",0.6666666666666666,0.6666666666666666,1.0,1.0
1291,Tonnage,tonnage,.,"('TNJ', 'TNK')","('', '')","('TNJ', 'TNK')",.,.,.,.
1292,Topinambur,topinambour,Rosshardäpfel,"('TPNMPR', '')","('RSRTPFL', '')","('TPNMPR', '')",0.17391304347826086,0.16666666666666666,0.3076923076923077,0.3076923076923077
1293,Toupet,toupet,.,"('TPT', '')","('', '')","('TPT', '')",.,.,.,.
1294,Tour,tour,Durm,"('TR', '')","('TRM', '')","('TR', '')",0.5,0.5,0.8,0.8
1295,Tour de Force,tour de force,.,"('TRTFRS', '')","('', '')","('TRTFRS', '')",.,.,.,.
1296,Tournee,tournée,.,"('TRN', '')","('', '')","('TRN', '')",.,.,.,.
1297,traditionell,traditionnel,.,"('TRTXNL', '')","('', '')","('TRTXNL', '')",.,.,.,.
1298,Tranche,tranche,Schnetta,"('TRNX', 'TRNK')","('XNT', 'SNT')","('TRNX', 'TRNK')",0.4,0.4,0.2857142857142857,0.2857142857142857
1299,Translation,translation,Pàralällverschiawung,"('TRNSLXN', '')","('PRLLFRXNK', '')","('TRNSLXN', '')",0.1935483870967742,0.1935483870967742,0.5,0.5
1300,transparent,transparent,.,"('TRNSPRNT', '')","('', '')","('TRNSPRNT', '')",.,.,.,.
1301,Trasse,tracé,.,"('TRS', '')","('', '')","('TRK', '')",.,.,.,.
1302,Trassee,tracé,.,"('TRS', '')","('', '')","('TRK', '')",.,.,.,.
1303,Treff,trèfle,Glee,"('TRF', '')","('KL', '')","('TRFL', '')",0.2222222222222222,0.4,0.3333333333333333,0.0
1304,Tresor,trésor,Schtààdskàssa,"('TRSR', '')","('XTTSKS', 'STTSKS')","('TRSR', '')",0.21052631578947367,0.21052631578947367,0.4,0.4
1305,Tresse,tresse,Zopf,"('TRS', '')","('SPF', '')","('TRS', '')",0.0,0.0,0.3333333333333333,0.3333333333333333
1306,Tribüne,tribune,Tribüne,"('TRPN', '')","('TRPN', '')","('TRPN', '')",1.0,0.8571428571428571,1.0,1.0
1307,Trikot,tricot,.,"('TRKT', '')","('', '')","('TRKT', '')",.,.,.,.
1308,trist,triste,trürig,"('TRST', '')","('TRRK', '')","('TRST', '')",0.5454545454545454,0.5,0.5,0.5
1309,Tristesse,tristesse,.,"('TRSTS', '')","('', '')","('TRSTS', '')",.,.,.,.
1310,trivial,trivial,.,"('TRFL', '')","('', '')","('TRFL', '')",.,.,.,.
1311,Trivialität,trivialité,.,"('TRFLTT', '')","('', '')","('TRFLT', '')",.,.,.,.
1312,Trottoir,trottoir,Trottoir,"('TRTR', '')","('TRTR', '')","('TRTR', '')",1.0,1.0,1.0,1.0
1313,Trubel,trouble,.,"('TRPL', '')","('', '')","('TRPL', '')",.,.,.,.
1314,Trüffel,truffe,Trüffel,"('TRFL', '')","('TRFL', '')","('TRF', '')",1.0,0.7692307692307693,0.8571428571428571,1.0
1315,Trupp,troupe,Truppa,"('TRP', '')","('TRP', '')","('TRP', '')",0.9090909090909091,0.6666666666666666,1.0,1.0
1316,tschö,adieu,àdie,"('TX', '')","('T', '')","('AT', '')",0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
1317,Tuff,touffe,Buschla,"('TF', '')","('PXL', '')","('TF', '')",0.18181818181818182,0.15384615384615385,0.0,0.0
1318,Tüll,tulle,.,"('TL', '')","('', '')","('TL', '')",.,.,.,.
1319,Tutu,tutu,.,"('TT', '')","('', '')","('TT', '')",.,.,.,.
1320,Type,type,Karla,"('TP', '')","('KRL', '')","('TP', '')",0.0,0.0,0.0,0.0
1321,Uniform,uniforme,Üniform,"('ANFRM', '')","('NFRM', '')","('ANFRM', '')",0.8571428571428571,0.8,0.8888888888888888,0.8888888888888888
1322,Usance,usance,.,"('ASNS', '')","('', '')","('ASNS', '')",.,.,.,.
1323,usuell,usuel,.,"('ASL', '')","('', '')","('ASL', '')",.,.,.,.
1324,Utopie,utopie,.,"('ATP', '')","('', '')","('ATP', '')",.,.,.,.
1325,vage,vague,Wëll,"('FJ', 'FK')","('L', '')","('FK', '')",0.0,0.0,0.0,0.0
1326,Vanille,vanille,Vanilia,"('FNL', '')","('FNL', '')","('FNL', '')",0.7142857142857143,0.7142857142857143,1.0,1.0
1327,Varieté,(théâtre des) variétés,.,"('FRT', '')","('', '')","('0TRTSFRTS', 'TTRTSFRTS')",.,.,.,.
1328,Vase,vase,Schlàmm,"('FS', '')","('XLM', 'SLM')","('FS', '')",0.18181818181818182,0.18181818181818182,0.4,0.4
1329,Velo,vélo,.,"('FL', '')","('', '')","('FL', '')",.,.,.,.
1330,Velodrom,vélodrome,Wälodrumm,"('FLTRM', '')","('LTRM', '')","('FLTRM', '')",0.5882352941176471,0.5555555555555556,0.8888888888888888,0.8888888888888888
1331,Velours,velours,Sàmmet,"('FLRS', '')","('SMT', '')","('FLRS', '')",0.15384615384615385,0.15384615384615385,0.2857142857142857,0.2857142857142857
1332,ventilieren,ventiler,.,"('FNTLRN', '')","('', '')","('FNTLR', '')",.,.,.,.
1333,Verjus,verjus,.,"('FRJS', '')","('', '')","('FRJS', '')",.,.,.,.
1334,Verlan,verlan,.,"('FRLN', '')","('', '')","('FRLN', '')",.,.,.,.
1335,Vernissage,vernissage,.,"('FRNSJ', 'FRNSK')","('', '')","('FRNSJ', 'FRNSK')",.,.,.,.
1336,Verve,verve,.,"('FRF', '')","('', '')","('FRF', '')",.,.,.,.
1337,Vestibül,vestibule,.,"('FSTPL', '')","('', '')","('FSTPL', '')",.,.,.,.
1338,veterinär,vétérinaire,.,"('FTRNR', '')","('', '')","('FTRNR', '')",.,.,.,.
1339,Vignette,vignette,.,"('FNT', 'FKNT')","('', '')","('FNT', 'FKNT')",.,.,.,.
1340,Villegiatur,villégiature,Féria-n-Ort,"('FLJTR', 'FLKTR')","('FRNRT', '')","('FLJTR', 'FLKTR')",0.2727272727272727,0.34782608695652173,0.4,0.4
1341,Vinaigrette,vinaigrette,.,"('FNKRT', '')","('', '')","('FNKRT', '')",.,.,.,.
1342,Vincent,Vincent,.,"('FNSNT', '')","('', '')","('FNSNT', '')",.,.,.,.
1343,Visage,visage,Gsecht,"('FSJ', 'FSK')","('KSKT', '')","('FSJ', 'FSK')",0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5714285714285714
1344,Visagist,visagiste,.,"('FSJST', 'FSKST')","('', '')","('FSJST', 'FSKST')",.,.,.,.
1345,Visionär,visionnaire,.,"('FSNR', 'FXNR')","('', '')","('FSNR', 'FXNR')",.,.,.,.
1346,Visite,visite,Bsüach,"('FST', '')","('PSK', '')","('FST', '')",0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333
1347,Vitrage,vitrage,Verglàsung,"('FTRJ', 'FTRK')","('FRKLSNK', '')","('FTRJ', 'FTRK')",0.35294117647058826,0.35294117647058826,0.5454545454545454,0.5454545454545454
1348,Vitrine,vitrine,Schoifanschter,"('FTRN', '')","('XFNXTR', '')","('FTRN', '')",0.2857142857142857,0.2857142857142857,0.6,0.6
1349,Voliere,volière,.,"('FLR', '')","('', '')","('FLR', '')",.,.,.,.
1350,Volte,volte,.,"('FLT', '')","('', '')","('FLT', '')",.,.,.,.
1351,voluminös,volumineux,.,"('FLMNS', '')","('', '')","('FLMNKS', '')",.,.,.,.
1352,voluptuös,voluptueux,.,"('FLPTS', '')","('', '')","('FLPTKS', '')",.,.,.,.
1353,Voyeur,voyeur,.,"('FR', '')","('', '')","('FR', '')",.,.,.,.
1354,Voyeuse,voyeuse,.,"('FS', '')","('', '')","('FS', '')",.,.,.,.
1355,vulgär,vulgaire,vülgër,"('FLKR', '')","('FLKR', '')","('FLKR', '')",0.6666666666666666,0.5714285714285714,1.0,1.0
1356,Watremez,Watremez,.,"('ATRMS', 'FTRMTS')","('', '')","('ATRMS', 'FTRMTS')",.,.,.,.
1357,Weste,veste,.,"('AST', 'FST')","('', '')","('FST', '')",.,.,.,.
1358,Xenophilie,xénophilie,.,"('SNFL', '')","('', '')","('SNFL', '')",.,.,.,.
1359,Yperit,ypérite,.,"('APRT', '')","('', '')","('APRT', '')",.,.,.,.
1360,Zebu,zébu,Zebü,"('SP', '')","('SP', '')","('SP', '')",0.75,0.5,1.0,1.0
1361,Zellulose,cellulose,.,"('SLLS', '')","('', '')","('SLLS', '')",.,.,.,.
1362,Zentimeter,centimètre,Zäntimäter,"('SNTMTR', '')","('SNTMTR', '')","('SNTMTR', '')",0.8,0.6,1.0,1.0
1363,Zigarette,cigarette,.,"('SKRT', '')","('', '')","('SKRT', '')",.,.,.,.
1364,Zivilisation,civilisation,.,"('SFLSXN', '')","('', '')","('SFLSXN', '')",.,.,.,.
